treat,y
0,0.0979299999
0,0.6602398798
1,0.0
0,0.1599579
1,0.0363432435
0,0.0
1,0.1180769999999999
1,0.1589627172999999
0,0.0
0,0.3640433
0,0.31109242
1,1.835911833427951
0,0.3106719933999999
1,0.1529382261999999
0,0.0
1,0.0802098
1,0.0697739808999999
0,0.0598560938999999
0,0.086835201
1,0.0
0,0.0
0,0.9693313576
0,0.6313036029000001
0,0.2568769093
1,0.4340688275
0,0.0179085790228805
1,0.0367
0,0.0
0,0.104384
1,0.0
1,0.003402713
0,0.2892188878
0,0.0
1,0.312112
1,0.471378417
1,0.0
1,0.2438990898
0,0.5351402868
1,0.0
1,1.7416646157
0,5.806598727600001
0,0.5054179995
0,0.0596068807
0,0.9177111097013344
1,0.9556135214
0,0.0396059999
0,15.0698604101
0,0.0
0,0.0
0,0.0467629999
0,0.1034338999
1,0.0
1,0.0
0,0.16002
0,0.1108649999999999
0,2.563319958693408
1,0.0
1,0.0
1,0.0
0,0.0422354919
1,0.0
0,0.0
0,0.1455369999
1,0.0382153249
1,0.6050339999000001
1,1.1110384880000002
1,0.00924
0,0.02275
0,0.05154
1,0.2
0,0.0
0,0.0
1,0.0115091494
0,0.0
0,0.0
1,0.0
1,0.0
1,0.0
1,2.3190098502
1,0.2840933
1,0.13705
0,0.7444483519
0,0.02445
1,0.5174292735
1,0.0
0,0.5123744123999999
0,0.0597019999
1,0.0982939999999999
0,0.0
0,0.0
1,0.0317137686484695
0,0.0
1,0.0
1,0.5693957513999999
0,0.0
1,0.0
1,0.0
1,0.15017
0,0.0600759998
0,0.0644399999
1,0.0
1,0.0
0,0.1909299998999999
1,0.0
1,0.0514899
1,0.09414
0,0.8503561009
0,0.0024058593
0,0.018947
1,0.7022249997000001
0,0.0
0,0.0468243904
1,3.1772983733886995
0,0.0300156711
1,0.4958409999000001
1,0.2899696987
1,1.2963658142
1,0.0479099999999999
1,0.0819191719
1,0.9557030616
0,0.3299371707999999
0,0.038021
1,0.2970527453062134
0,0.037867793
1,0.052451199
1,0.0204408379
1,0.05866955975
1,0.0192542475995636
0,0.1066749999999999
1,0.3245198013
1,0.0
0,0.0
1,0.0392743590999999
0,0.0899392227534996
1,0.0
0,0.0
0,2.4083146838000005
1,0.2195989156
1,0.8026370768000001
1,0.049786
1,0.6102463998000001
1,0.7250542489659395
0,0.7514821919
1,0.1143875889999999
0,0.0
1,1.0504179685
1,0.3541927475
0,0.04048
0,0.0076471914
0,0.0
1,0.1749448018
0,0.0
1,2.1302297297
1,0.0
1,0.6674388309
0,0.0732424085
0,0.0
0,0.6443821612
0,4.160421313700001
0,0.0538146853999999
1,0.040602
1,0.2537637389
1,0.0
1,0.0
1,0.033152
1,0.01
0,0.0
1,0.4554655488
1,0.1023552230865652
0,0.0
0,0.0601719999
1,0.0
0,1.2411110935659029
1,10.855559269
0,0.1204139999
1,0.0297323838617201
1,0.7975024213790894
1,0.09069
0,0.2342270042
0,0.00699
1,0.0
1,0.3470727993
0,3.909273335677942
1,4.1076329018
0,0.0
0,0.9048991765633114
0,0.039489
0,0.9586550559
0,0.1789215625
0,0.5237567219000001
0,0.1030350769
0,0.08645
1,0.0
1,0.1295558963
1,0.0
1,0.0775995859
0,0.04673
1,0.0
1,0.0
0,0.013
1,3.1772309073
0,0.0
1,0.9971037897000002
0,0.2014252642211914
1,0.2698055019689941
0,0.0540022897
1,0.067222
0,3.2146582864999997
0,0.14235
0,0.6862872675
0,0.0040035
1,1.5473207210481283
1,0.3768365507
0,0.0
0,0.3248099879
1,0.0116716015
1,0.032679781
0,0.1880061689
0,0.2301161999905761
0,0.048683
1,0.0
1,1.4778473231
0,0.0
0,0.5222485018
1,0.0
0,0.010593
1,0.0
0,0.0
1,0.025
0,0.5909900968999999
1,0.0
0,0.656377
1,0.0
1,0.0
0,0.0
1,0.1168376248999999
0,0.744197
0,0.02006
0,0.0
0,0.0609659999999999
1,0.0
1,0.070351
1,0.1940852
1,0.0106459999
0,0.0
1,0.0
1,0.0
1,0.0
0,0.0
1,0.0
1,0.0
1,0.3266910298
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0436335277557373
0,0.2948640763687509
0,0.2494076023
0,0.2598183308
1,0.0413653964996337
1,0.0
0,0.7180421018
1,0.1343471098999999
0,0.0
0,0.1755626167112262
0,0.1540962403
1,2.3836349199948073
1,0.3345333238
0,0.299477778800793
0,0.29229
1,0.3964594765999999
1,0.0
0,0.0200048
1,0.141168
1,0.0449179998
0,0.8927891420999999
0,0.5399867517503663
0,0.0
1,0.464277939
1,0.9258616561
1,0.06340998
0,1.9194831011
0,0.02659
1,0.9313207122999998
0,0.4620388695999999
1,0.4537700069195652
1,1.0258853578999998
1,0.0
0,0.3137368987
1,0.1002138095
0,0.0
0,0.0
0,1.7754126535472885
0,1.6174968483
0,1.9013563988
0,0.092696373
1,0.0052449794
1,0.5603604172000001
0,0.1892599999999999
0,0.6750738348
1,0.084443
1,0.0493102152046826
1,1.4024041098
0,0.0
0,0.2543192479
0,0.127614
0,0.03496
0,0.0
1,0.004415
1,0.2965864508
0,0.684837
1,0.361165427976423
1,0.111125
0,0.448323604
1,0.8986436590999999
0,0.1346381321643469
0,0.7424486358000002
0,0.3323799583
0,0.0
1,0.014279
0,0.4347035048000001
0,0.2791234683
1,1.99845
1,1.362594153
1,0.0
0,0.00992
0,0.0
1,1.2457188864
0,0.0877690399999999
1,0.0
0,0.0975993849256286
1,0.049292515
1,0.0
0,0.1252
0,0.0
1,0.0
0,0.3668518627
0,0.423299
0,0.155956226
0,0.1699639529
0,0.0673144216
0,0.1569605213999999
1,0.0802308002999999
0,0.0
1,0.007883
1,0.088198
1,0.003708
1,0.025
0,1.0349835107
1,0.2598006247
1,0.0059360605281401
1,0.0
0,0.0
1,0.1062371057
0,0.031403
0,3.1241451622
1,0.11808853
1,0.3092547726
1,0.0106319999
0,0.2371513999
0,0.0
1,0.015582
0,0.7647629000000001
1,0.0
0,0.1745479999
0,2.0035633904
1,0.0306270952731541
0,0.0
0,0.0
0,0.0108519763946533
0,0.0086604981070731
0,0.1115237838999999
1,0.783865015543374
0,0.8778107158999999
1,0.0
0,0.055
1,0.19504
0,0.0796159999999999
0,0.0
0,0.2596624611
0,0.0
0,0.0
1,0.7783752809000002
0,0.1759276823999999
1,0.092707
1,0.0
1,0.0
1,0.0
1,0.0
0,0.0347
0,0.0
1,0.0
0,0.0846148402
0,0.5072243590000001
0,0.071466
0,0.0
0,0.0
1,0.0
1,0.250445
1,0.008576
1,0.019302
0,0.0
0,0.0
0,0.0383259999
1,0.0
0,0.0
1,0.0
0,0.001985
0,0.0
0,0.0
1,0.0
0,0.0431
0,0.0
1,0.0543145818614959
0,0.7845746518000001
0,0.02026858
1,0.0
1,0.389665
1,0.0757501448
0,0.0686736524
1,0.7328992024085244
0,0.2018157989999999
0,0.2585174999
1,0.27178551
1,0.6639640124
1,1.0177591225999998
0,0.4193107424
1,0.1130304137999999
0,0.2994328002
0,0.006186
0,0.0480018
0,1.331986368
0,0.1349596595
1,0.0
0,0.4233276478
1,0.4241269925
1,0.8708520656
1,0.016273850440979
0,0.0
1,0.0727188186999999
1,0.0461754437722442
1,0.0256960629
0,0.5642575274000001
1,0.4417700718
1,0.7248886126
0,2.8096975246
1,0.0675399059956982
0,0.0766667861938476
0,0.0256339999999999
0,0.0360829998
1,23.139441610160542
1,0.3537541989
0,0.0142999705579406
0,1.5395112571
0,1.1003828142
1,0.11179422
1,0.0
1,0.3191809998
1,0.149866224
0,0.0
1,0.6505160714999999
1,0.0615969388643615
0,0.04845
1,0.0
0,2.1900219774
0,0.0877833958
0,0.8212218260000002
0,0.1193792172999999
0,2.3120664459
0,0.1085904210999999
0,1.6480925947
0,0.1279579
1,0.318777
0,0.0692649857270508
0,0.2876572005
1,0.175996723
0,5.4918749388000005
0,0.0
1,0.2269478065100847
1,0.3593698724999999
1,0.0
0,0.0780422509
0,0.0555559414
0,0.6271540084
0,0.175636
0,0.9730672816
1,0.0712689998999999
1,0.0
0,0.03154
0,0.5914730604000001
0,0.0
1,0.0064374186968535
1,0.5909179999
0,0.036041628
1,0.0135234375
0,0.117242
0,0.040837
0,0.00280218975
0,0.061227629
0,0.035453488
0,0.057340004671107
0,0.0693645100102356
0,0.0
0,0.0739632969
0,0.2466159365999999
0,0.4448882175
1,0.0254339529
1,0.0817944365
0,1.4465291291999998
1,0.0
1,0.0235749616622924
1,0.0
0,0.5518167318
1,0.1344826187
0,0.2228792897
1,0.490394999
1,0.0
0,0.0397856882
1,0.0
0,0.51737
1,0.0020097665786743
1,0.1428521323180038
1,0.2431108429
0,0.0608189999
1,0.01409
1,0.2063243578
1,0.1625973598
0,0.0
1,0.0
1,0.0
0,0.0
1,0.7024459999
1,0.3385853358
1,0.2042664307
1,0.10918
1,0.0
0,0.3885399258999999
1,0.017049
1,0.0
0,0.4930590628
0,0.9590832332
1,0.2192244094
1,0.002972
1,0.159194423
1,0.0
0,11.393317224999995
0,0.059035625
0,0.5706699999
0,0.0
1,0.0
0,0.4486934551095481
1,0.0783785636
0,0.0335569998999999
1,0.03279975
0,0.29316
0,0.0
1,0.0
0,0.009
1,0.0
1,0.0
1,0.09157
1,0.0
1,0.2077209662999999
0,0.0244290438760856
0,0.08228
0,0.0
1,0.18372
0,0.0
1,0.0
1,0.0
1,0.0
1,0.0
0,0.073679
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,1.8014776579
0,0.0
0,0.0
1,0.1513975103315405
0,0.3249218315
0,0.3516961944
0,0.7880701279999999
1,0.0349910061
0,0.00479
0,0.6934740698
0,0.9918986307000002
0,2.1675572808
0,0.2055095043
1,0.2331983752999999
0,0.0105655087
1,1.195806989369676
1,0.088072
0,0.0565769023895263
0,0.0
0,0.2336569081228523
1,0.0327071562
1,0.283395047320259
0,0.0
0,0.0
0,0.529605266
1,0.5930014824074615
0,0.076842
0,0.0
0,0.0
0,0.19800888
1,0.0
0,1.0365338533
1,1.3556081125
0,0.4888517313
1,0.1269470305
0,0.03764
1,0.2755246223
0,0.7469239070999999
0,0.7604376025
0,1.2020474133
1,0.2286172209999999
1,0.0
0,0.067324
1,0.1196223933061571
1,0.3743724115999999
1,0.0078319816
0,0.9017864000000002
0,0.085649
1,0.3520997958
0,0.1840256604999999
0,0.1918138346
1,0.3881521495508217
1,0.322258155
0,0.02735
1,0.2257143712
0,0.0257079999
1,0.1956177586999999
0,0.2469919997
1,0.5447736336000001
1,2.3954512519
1,0.7645697999000001
0,0.01284884
1,0.0
1,0.2362389999999999
0,0.9149664427099364
0,0.2459786109
1,0.7791427579
0,0.015307
1,0.00245
0,0.0
0,0.1557119998
1,0.0
1,0.0
0,0.0
1,0.0369299009068159
1,4.8273759199
1,0.0
1,1.4869809916
0,0.0
1,0.2707337744797961
1,0.065864727
0,0.7020733494
0,0.0
0,0.041377
0,0.2432110457729291
1,0.4743519999
0,0.0143289999999999
1,0.01704
1,0.1069409612
0,0.078942447
1,0.0
0,0.0
1,0.0
0,1.2205992795999998
1,0.0707663180523826
0,0.06027
0,0.1843738066
0,0.0759
1,0.0
0,0.090135861
0,0.0
1,0.2041202606
1,0.058396
0,1.0795935246
0,0.1823002382354736
0,0.02
0,0.037007251
0,0.0
0,0.0
0,0.787285039
0,1.5816083863999997
1,0.3672033179
0,0.0
0,0.6207765012000002
0,0.064764
0,0.5289944707
0,0.15563
1,0.05223
0,0.046694
1,0.0
0,0.1104828569
0,0.0
1,0.0313117569999999
1,0.00863
1,1.170834043324151
0,0.2473344827999999
0,0.0
1,0.2332821956807592
0,0.02217602
1,0.222234
0,0.0
1,0.0
1,0.1928849
0,0.5559152595
0,0.23125
1,0.0
0,0.154675
0,0.0
1,0.3501347992553711
1,0.0
0,0.2038551
0,0.0
1,0.0
0,0.2328116794
1,0.1384719999999999
0,0.0
1,0.0189497425336456
0,0.2190649365
1,0.0
0,0.0
0,0.0
1,0.1805850658
0,0.1380699999
1,0.0
1,0.0
0,0.0
1,0.0
0,0.3685892306469793
1,1.5387976641000003
1,0.0340199999999999
1,0.0
0,0.0
0,0.3332179998
0,0.0
0,0.0
0,0.924918125
0,0.041176717
0,0.35
0,0.0
0,0.0190313399
0,0.0
0,0.0
1,0.0
1,0.01293
1,0.022536
0,0.0
0,0.0
0,0.0
1,0.0
0,0.1867425911
1,0.0
0,0.0691439358
0,1.2753977336999998
0,0.45975
0,0.2459311151
1,0.6360043439
1,0.2697981549
1,1.5542099747
1,1.5121061497000003
1,0.0568749074
0,0.0
0,0.7016447523999999
1,0.5976425323486328
0,0.0162716099
1,0.1866175986
1,1.1813521289
1,0.015547606
0,1.1028930436
0,0.2589435814
0,1.1087259747999998
1,1.0864299999999998
1,0.2477512497
1,0.3249850019
0,0.2586618999
0,0.2559019998
1,0.0
0,0.1111086097
1,0.5997482022
0,0.0
1,0.0
0,0.0
1,1.6306574562000002
0,0.1682793838
0,0.1180599353
0,0.0
1,0.1307
1,0.0469984219
1,0.028736
1,0.2052147786
0,0.1271284580125168
1,0.0
1,0.0600353272
1,1.0507816318
1,0.1509849998
0,0.1755649999
1,0.0
0,0.0
0,0.165443684
0,0.3132509767669521
1,2.0497913349
0,2.1199084652000004
0,0.0
0,0.1712779255
0,2.1817868493000003
0,0.4620603121000001
0,0.1420746346999999
0,0.1717556727894272
0,0.236992326
0,3.1292382818
1,0.9166720212
1,0.0
0,0.0
0,0.0354509999999999
1,0.0
0,0.0
1,0.015556
1,0.0
1,1.616256865
1,0.2001825491
1,0.002405351
1,0.0
1,0.077589
1,0.798223404
0,0.0
0,0.2592599587086182
1,0.134188
1,0.5145166625
1,0.1974643650543213
0,0.0
1,0.8517025803
0,0.4479995423443027
0,0.0
0,0.006033
0,0.1980518
1,0.0411529062
1,0.023587
0,0.0
1,0.0
1,0.7645073369000001
0,0.4904561596
0,1.0754084471384404
1,0.0
0,0.0
0,0.004619955
1,0.022463
1,0.0
1,0.1693034596
1,0.0
1,0.0305240520235875
0,0.05424
1,0.0
0,0.033447
0,0.1022341066
1,0.0
1,9.255610954199998
1,0.0
0,0.2583728469
1,0.0636706809999999
1,0.0
0,0.1900459999999999
1,0.0
0,0.0
0,0.0
1,0.0
0,0.0
0,0.3468151059999999
1,0.4146445315999999
1,0.484932
1,0.063759
0,0.0
1,1.2477373438
1,0.081311
0,0.0
0,0.0
1,0.0
1,0.310821825
1,0.0864689999999999
1,0.0
0,0.06
1,0.0
0,0.0
1,0.0466805999999999
1,0.0
0,0.1036982199
1,0.146862272
1,0.0
1,0.0
1,0.07044
1,0.3145294932
0,1.26932
0,0.0351399998999999
0,0.0
0,0.0
1,0.0
0,0.0867479999
1,0.0
0,0.072452
0,0.140192
0,0.0
1,0.0
0,0.0
1,0.0
0,0.0
0,0.7077539999
0,0.0
0,0.0
1,0.0
1,0.0
0,0.0
1,0.0
1,0.018879093
1,0.0
1,0.0
0,0.0
1,0.02499494
1,0.0
0,0.0
1,0.0
1,0.0669211793
0,0.0
1,0.1396926388
0,0.5578753660253202
0,0.0
1,0.1474809383
0,2.9158799999999996
1,0.9814589992
1,0.010827617
0,0.645327
0,0.1262879
0,0.3865834737999999
0,0.1013242835998535
1,0.2242399999999999
1,0.5732875245
1,0.261198799
1,0.186449
1,0.4331536730999999
0,0.0
1,0.1970539848
1,0.1708843099
0,0.0914306936592212
1,0.1403971949999999
1,0.0173497654
0,0.1710513979
1,0.7037480575000001
1,0.6767164407
1,0.2328551019
1,0.0289137293
0,0.032
0,0.0
0,0.9081134187
1,0.0
0,0.1158592443466186
1,1.944003071
0,1.4362835144
1,0.0
0,0.4772467783
0,0.7224772013
1,0.0551313490999999
0,0.2712256571958252
0,0.0
0,1.0007114018
1,0.220703
0,0.8551589625528755
1,0.007611
1,0.5239265601719179
1,0.0
1,0.1352479998
0,0.7584306741811362
0,0.782414891
1,0.121223
0,0.5172389997000001
0,0.0
0,0.7931498757000001
0,0.5179784458000001
1,0.9775729791
0,0.9972364869
0,0.358710906
1,0.0273255172
1,0.04822
1,0.0
0,0.004681328
0,0.6340269989
1,0.0238231403030395
0,0.1906407186
1,0.1347923125
0,0.0
0,1.5434055999000005
1,0.0
0,0.2137724066
0,0.047393434
1,0.3058718802999999
1,0.3451816552
1,0.436977778
1,0.0343872469
0,0.07038
0,0.0
0,0.004227
1,0.3451935088
1,0.2108829486736513
0,0.1422457674
0,0.0080312999
1,0.0415058383358686
1,0.0136765169
0,0.01
0,0.065844
0,0.1485488999
1,0.7331933524
0,0.2971148859999999
1,0.2791941163
0,0.431558749540686
1,0.2222009997999999
1,0.0948156
0,0.0125229999
0,2.552743962957554
1,0.053839
1,0.2007717525
0,0.077643625
0,0.0
1,0.0
0,1.6717941517
1,0.2813053297
1,0.0
1,0.032069
0,0.0
0,4.0844829056
0,0.0
0,0.8010953620000001
0,0.0551152418
0,0.027252
0,0.0
0,0.0
1,1.2796074788776186
0,0.080987
1,0.2137708686999999
0,0.0640520938
1,0.0
1,0.2742959
1,0.07114
1,0.3752902327999999
1,0.011461
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
1,0.0
0,0.3225716376
1,0.0
0,0.145378981
0,0.017148
1,0.0
0,0.0
0,0.0
1,0.1870589999
1,0.0
1,0.0
1,0.1191779999
0,0.01706
0,0.0
0,0.1687736217
1,0.0
1,0.0
0,0.07162
0,0.25185018
0,0.1307671717
0,0.0
1,0.239899
0,0.0977878788999999
0,0.876938053
0,0.0950296875
1,0.7585059999
0,0.0
0,0.0
0,0.0
1,0.0
0,0.02078437
1,0.0
1,0.0159017017
1,0.0
1,0.1254857267999999
0,0.0139842891693115
1,0.1143838918918919
0,0.0
1,0.0
1,0.3621760104276141
0,1.3012079592541854
0,0.0
0,0.0
1,0.137337
1,0.2002154856999999
0,0.1161669999
1,1.1370949132375734
1,0.2760394539
0,0.0311893554
0,0.5603281646
1,0.8306599022
1,0.0
1,0.0235969399999999
1,0.015338
0,0.0439919
1,0.006611
1,0.0
0,1.7476375502814403
0,5.01841
1,0.0
0,0.0171389999
1,0.0
1,0.1077957606
1,0.977989893
0,0.4844982905
1,0.0
1,0.1064205288
1,0.0
0,0.1624024673
1,0.230203262
1,0.6936188058
1,0.5796281442
1,0.27003045
1,4.845813827200001
1,0.0
0,0.0
1,0.0213987287659623
0,1.1947484295000002
1,0.0986410457
1,0.0
0,0.0355570878
1,0.8458539904
1,0.1231002313
1,0.0886207044006347
1,0.145467721
1,0.0
1,2.2837844311721067
0,1.1431647393
1,0.4205148736
0,0.1428562836
1,0.0
0,0.0644284375405639
0,1.4398474344989116
0,0.1974848260999999
0,0.5989780105
1,0.3582284407
0,0.0
1,0.026263
1,0.17493
0,0.2957397215016479
0,0.0
1,0.053758396
0,0.0
1,0.0
0,0.1071888079
1,0.4759777194
0,0.225229867
0,0.141167502815336
1,0.1731113388
0,0.8568389998999999
1,0.0907413919
0,0.0748489998
0,0.3350831298828125
0,0.3052274731
1,0.085643
0,0.0
0,1.3587271639
1,0.0
1,0.0867995071411132
0,0.1755833378601074
1,0.0604867210388183
1,0.0924876482
0,0.6042562250000001
0,0.5879605327999999
0,0.8309778199000002
1,0.3252557132
0,0.3181219508999999
1,0.0057335679
0,1.5046854382999997
1,0.0276127009
1,0.0306670831
0,0.0
0,0.4481085602436048
1,0.0
1,0.1728542519
0,0.0
1,0.0159730529
0,0.2310644773
0,0.0390745506999999
0,0.0
0,0.0
0,0.1392169338
1,0.2229054583
1,0.0
1,0.2936159999
0,0.1768467957999999
1,0.152891
0,0.3942691650382421
1,0.030712
0,0.511643
0,0.0
1,0.0995969999999999
0,0.0
1,0.0
1,0.22338
1,0.5489011959000001
1,0.4275806572
0,0.0768504553999999
0,0.5531450729999999
1,0.2849665988999999
0,0.00546718
0,0.2202381976
1,0.0361269529999999
0,0.0258199999
0,0.0
1,0.27140128
0,3.1602385030000004
0,0.0023226079940795
1,0.003077
1,1.4695404111
1,0.0
0,0.0065949999
0,0.3636795999
0,1.2515314905
0,0.02001
1,0.3490181458
1,0.2016273702429737
1,0.1596
1,0.0
1,0.0
0,0.3368396111
1,0.00718
0,0.0
1,0.0297599999
1,0.0
0,0.1720499999999999
1,0.320915
1,0.0
1,0.009108
1,0.0
1,0.36371
0,0.0
0,0.0
0,0.1975775507
0,0.0
1,0.0
1,0.0
0,0.0
1,0.0
0,0.2063665475629053
0,0.27
1,0.0
0,0.0
0,0.0
1,0.0
1,0.0404
0,0.0
1,0.0
1,0.002599
0,0.0
1,0.024995
0,0.02
1,0.0313297704
0,0.0
0,0.50144
1,0.0
1,0.1075761859999999
0,0.6819185997
1,3.5912303643
0,0.0
1,0.00606
1,0.0
0,0.0099956437
1,0.1177184019
1,0.0459558231999999
1,0.1203579322
0,2.0849361622999996
0,1.4907997697000002
1,0.4576911764999999
0,0.1381353934
0,0.0725179009
0,0.5313423307
1,0.2962101706543701
1,0.1677653723
1,0.0
1,0.2094765777
1,0.0
1,0.1206699999999999
1,0.2897661443999999
0,2.5750889853000007
0,0.046832
0,0.00238
0,0.124449
1,0.6677547144
1,0.354983
1,0.0
0,0.140757
1,0.0601861299999999
1,0.4966084119
0,0.0166499999
0,0.0
1,0.2868578999
0,1.7179107793
0,0.1033686769
1,0.1662089999
0,0.02694
0,0.3062865079
0,0.1855203970835615
1,0.015299
1,0.0
0,0.7313108957
0,0.0010165999
1,0.4404520701
1,0.0
0,0.4302252199
0,0.2027966534490967
0,0.4106825325
0,1.1073128273
1,0.5003513225
1,0.2043403378
0,0.943625728
1,0.0
0,0.025005
1,0.0154880779999999
1,1.873422334870823
1,0.0665150628999999
1,0.096257076284857
0,0.7586378589
0,0.3706966209
1,0.004471
0,0.0428693815
0,0.321523895
1,0.0159260312865709
1,0.0
1,0.2013667638
1,0.0
1,0.018770004
0,0.2173851539
1,0.0404230608
1,0.3584525233077004
1,0.3063024199
1,0.1774278701
1,0.0486239997999999
1,0.0726263119989042
1,0.0
1,0.3712718978
1,1.9738962111558775
1,0.1776650778824942
1,0.0875436821980124
0,0.1454350795745849
0,0.0
1,0.062050428
1,0.3319639619999999
0,0.356352
0,0.4755213930999999
0,0.023383986004117
0,0.0
1,0.1179222373
0,1.394189937272274
1,1.7538172526
0,0.180987597
1,0.0
1,1.179016551
1,0.052476931013619
1,0.0242612522653551
1,0.6321838290999999
1,0.6672532310000001
1,8.946527990999998
0,0.03764
0,0.3956933817
1,0.16557
1,0.7499024240000001
1,0.0
1,0.078
0,0.0202533419
0,0.0
0,0.0
1,0.078843928
1,1.1828635264
0,0.0
1,0.040867
0,0.071732159
1,0.096
0,1.0209765374
1,0.343954268597848
0,0.0
1,0.05307
1,0.0289999999999999
1,0.0103342807201544
1,0.0405649
0,0.143134577
1,0.0281550844
0,0.0
0,0.0
1,1.8762837216186523
1,0.000701645016670227
0,0.05279
1,0.02281
0,0.1095335936
1,0.0
0,3.1497233257
0,0.0103158435821533
1,0.0
1,0.025523
1,0.013107469
0,0.0
1,0.0
0,0.072949
0,0.1254679998
1,0.1924829175
1,0.0
0,0.0
1,0.0171718892
1,0.0
0,0.0198843779
1,0.133557815
0,0.0061054687
0,0.03001
0,0.569553
0,0.014691
0,0.0
0,0.0
0,0.04447155
1,0.0
0,0.0
1,0.0165370864868164
0,0.0
0,0.0
1,0.12331
0,0.0
0,1.5910652788
1,0.0
1,0.0
0,0.00653
0,0.0
1,0.043015861
0,0.0
0,0.0
0,0.0615719998999999
0,0.0
0,0.123718496
0,0.0411736699
0,2.589906473500001
1,0.0
0,0.4926759766999999
1,0.3751182808
0,0.0
0,0.6622900000000002
1,0.343934169
1,0.1618490607999999
0,0.7638063579722373
0,0.4197506688
0,0.7536903568999999
1,0.0297464062
1,0.1977512635
1,0.0035573666095733
1,0.4267709993999999
0,0.0260634599999999
0,5.650530062000001
1,0.7511094175099042
0,0.3721204554
1,0.010863
1,0.1859594118
0,0.7855747357
1,0.0045299999
0,0.0
1,0.3418549174
1,0.0735209042
1,0.3172081526
